id,season,city,date,match_type,player_of_match,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,target_runs,target_overs,super_over,method,umpire1,umpire2,summary
1426281,2024,Delhi,27/04/2024,League,J Fraser-McGurk,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Delhi Capitals,runs,10,258,20,N,,Navdeep Singh,NA Patwardhan,"Season: 2024, City: Delhi, Date: 27/04/2024, Match Type: League, Player of the Match: J Fraser-McGurk, Venue: Arun Jaitley Stadium, Delhi, Team1: Delhi Capitals, Team2: Mumbai Indians, Toss Winner: Mumbai Indians, Toss Decision: field, Winner: Delhi Capitals, Result: runs by 10 runs/wickets, Super Over: N, Umpires: Navdeep Singh and NA Patwardhan."
1426282,2024,Lucknow,27/04/2024,League,SV Samson,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7,197,20,N,,KN Ananthapadmanabhan,MA Gough,"Season: 2024, City: Lucknow, Date: 27/04/2024, Match Type: League, Player of the Match: SV Samson, Venue: Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow, Team1: Lucknow Super Giants, Team2: Rajasthan Royals, Toss Winner: Rajasthan Royals, Toss Decision: field, Winner: Rajasthan Royals, Result: wickets by 7 runs/wickets, Super Over: N, Umpires: KN Ananthapadmanabhan and MA Gough."
1426283,2024,Ahmedabad,28/04/2024,League,WG Jacks,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,9,201,20,N,,Nitin Menon,VK Sharma,"Season: 2024, City: Ahmedabad, Date: 28/04/2024, Match Type: League, Player of the Match: WG Jacks, Venue: Narendra Modi Stadium, Ahmedabad, Team1: Gujarat Titans, Team2: Royal Challengers Bengaluru, Toss Winner: Royal Challengers Bengaluru, Toss Decision: field, Winner: Royal Challengers Bengaluru, Result: wickets by 9 runs/wickets, Super Over: N, Umpires: Nitin Menon and VK Sharma."
1426284,2024,Chennai,28/04/2024,League,RD Gaikwad,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Chennai Super Kings,runs,78,213,20,N,,R Pandit,MV Saidharshan Kumar,"Season: 2024, City: Chennai, Date: 28/04/2024, Match Type: League, Player of the Match: RD Gaikwad, Venue: MA Chidambaram Stadium, Chepauk, Chennai, Team1: Chennai Super Kings, Team2: Sunrisers Hyderabad, Toss Winner: Sunrisers Hyderabad, Toss Decision: field, Winner: Chennai Super Kings, Result: runs by 78 runs/wickets, Super Over: N, Umpires: R Pandit and MV Saidharshan Kumar."
1426285,2024,Kolkata,29/04/2024,League,CV Varun,"Eden Gardens, Kolkata",Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Kolkata Knight Riders,wickets,7,154,20,N,,Navdeep Singh,Tapan Sharma,"Season: 2024, City: Kolkata, Date: 29/04/2024, Match Type: League, Player of the Match: CV Varun, Venue: Eden Gardens, Kolkata, Team1: Delhi Capitals, Team2: Kolkata Knight Riders, Toss Winner: Delhi Capitals, Toss Decision: bat, Winner: Kolkata Knight Riders, Result: wickets by 7 runs/wickets, Super Over: N, Umpires: Navdeep Singh and Tapan Sharma."
1426286,2024,Lucknow,30/04/2024,League,MP Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,4,145,20,N,,MA Gough,UV Gandhe,"Season: 2024, City: Lucknow, Date: 30/04/2024, Match Type: League, Player of the Match: MP Stoinis, Venue: Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow, Team1: Mumbai Indians, Team2: Lucknow Super Giants, Toss Winner: Lucknow Super Giants, Toss Decision: field, Winner: Lucknow Super Giants, Result: wickets by 4 runs/wickets, Super Over: N, Umpires: MA Gough and UV Gandhe."
1426287,2024,Chennai,01/05/2024,League,Harpreet Brar,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,7,163,20,N,,HAS Khalid,VK Sharma,"Season: 2024, City: Chennai, Date: 01/05/2024, Match Type: League, Player of the Match: Harpreet Brar, Venue: MA Chidambaram Stadium, Chepauk, Chennai, Team1: Chennai Super Kings, Team2: Punjab Kings, Toss Winner: Punjab Kings, Toss Decision: field, Winner: Punjab Kings, Result: wickets by 7 runs/wickets, Super Over: N, Umpires: HAS Khalid and VK Sharma."
1426288,2024,Hyderabad,02/05/2024,League,B Kumar,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,1,202,20,N,,AK Chaudhary,YC Barde,"Season: 2024, City: Hyderabad, Date: 02/05/2024, Match Type: League, Player of the Match: B Kumar, Venue: Rajiv Gandhi International Stadium, Uppal, Hyderabad, Team1: Sunrisers Hyderabad, Team2: Rajasthan Royals, Toss Winner: Sunrisers Hyderabad, Toss Decision: bat, Winner: Sunrisers Hyderabad, Result: runs by 1 runs/wickets, Super Over: N, Umpires: AK Chaudhary and YC Barde."
1426289,2024,Mumbai,03/05/2024,League,VR Iyer,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,runs,24,170,20,N,,J Madanagopal,Tapan Sharma,"Season: 2024, City: Mumbai, Date: 03/05/2024, Match Type: League, Player of the Match: VR Iyer, Venue: Wankhede Stadium, Mumbai, Team1: Kolkata Knight Riders, Team2: Mumbai Indians, Toss Winner: Mumbai Indians, Toss Decision: field, Winner: Kolkata Knight Riders, Result: runs by 24 runs/wickets, Super Over: N, Umpires: J Madanagopal and Tapan Sharma."
1426290,2024,Bengaluru,04/05/2024,League,Mohammed Siraj,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,4,148,20,N,,A Totre,Vinod Seshan,"Season: 2024, City: Bengaluru, Date: 04/05/2024, Match Type: League, Player of the Match: Mohammed Siraj, Venue: M Chinnaswamy Stadium, Bengaluru, Team1: Gujarat Titans, Team2: Royal Challengers Bengaluru, Toss Winner: Royal Challengers Bengaluru, Toss Decision: field, Winner: Royal Challengers Bengaluru, Result: wickets by 4 runs/wickets, Super Over: N, Umpires: A Totre and Vinod Seshan."
1426291,2024,Dharamsala,05/05/2024,League,RA Jadeja,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings,Punjab Kings,field,Chennai Super Kings,runs,28,168,20,N,,A Nand Kishore,VA Kulkarni,"Season: 2024, City: Dharamsala, Date: 05/05/2024, Match Type: League, Player of the Match: RA Jadeja, Venue: Himachal Pradesh Cricket Association Stadium, Dharamsala, Team1: Chennai Super Kings, Team2: Punjab Kings, Toss Winner: Punjab Kings, Toss Decision: field, Winner: Chennai Super Kings, Result: runs by 28 runs/wickets, Super Over: N, Umpires: A Nand Kishore and VA Kulkarni."
1426292,2024,Lucknow,05/05/2024,League,SP Narine,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,field,Kolkata Knight Riders,runs,98,236,20,N,,MV Saidharshan Kumar,YC Barde,"Season: 2024, City: Lucknow, Date: 05/05/2024, Match Type: League, Player of the Match: SP Narine, Venue: Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow, Team1: Kolkata Knight Riders, Team2: Lucknow Super Giants, Toss Winner: Lucknow Super Giants, Toss Decision: field, Winner: Kolkata Knight Riders, Result: runs by 98 runs/wickets, Super Over: N, Umpires: MV Saidharshan Kumar and YC Barde."
1426293,2024,Mumbai,06/05/2024,League,SA Yadav,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,7,174,20,N,,Navdeep Singh,Tapan Sharma,"Season: 2024, City: Mumbai, Date: 06/05/2024, Match Type: League, Player of the Match: SA Yadav, Venue: Wankhede Stadium, Mumbai, Team1: Sunrisers Hyderabad, Team2: Mumbai Indians, Toss Winner: Mumbai Indians, Toss Decision: field, Winner: Mumbai Indians, Result: wickets by 7 runs/wickets, Super Over: N, Umpires: Navdeep Singh and Tapan Sharma."
1426294,2024,Delhi,07/05/2024,League,Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Delhi Capitals,runs,20,222,20,N,,KN Ananthapadmanabhan,UV Gandhe,"Season: 2024, City: Delhi, Date: 07/05/2024, Match Type: League, Player of the Match: Kuldeep Yadav, Venue: Arun Jaitley Stadium, Delhi, Team1: Delhi Capitals, Team2: Rajasthan Royals, Toss Winner: Rajasthan Royals, Toss Decision: field, Winner: Delhi Capitals, Result: runs by 20 runs/wickets, Super Over: N, Umpires: KN Ananthapadmanabhan and UV Gandhe."
1426295,2024,Hyderabad,08/05/2024,League,TM Head,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,bat,Sunrisers Hyderabad,wickets,10,166,20,N,,MV Saidharshan Kumar,YC Barde,"Season: 2024, City: Hyderabad, Date: 08/05/2024, Match Type: League, Player of the Match: TM Head, Venue: Rajiv Gandhi International Stadium, Uppal, Hyderabad, Team1: Lucknow Super Giants, Team2: Sunrisers Hyderabad, Toss Winner: Lucknow Super Giants, Toss Decision: bat, Winner: Sunrisers Hyderabad, Result: wickets by 10 runs/wickets, Super Over: N, Umpires: MV Saidharshan Kumar and YC Barde."
1426296,2024,Dharamsala,09/05/2024,League,V Kohli,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,Royal Challengers Bengaluru,runs,60,242,20,N,,Nitin Menon,HAS Khalid,"Season: 2024, City: Dharamsala, Date: 09/05/2024, Match Type: League, Player of the Match: V Kohli, Venue: Himachal Pradesh Cricket Association Stadium, Dharamsala, Team1: Royal Challengers Bengaluru, Team2: Punjab Kings, Toss Winner: Punjab Kings, Toss Decision: field, Winner: Royal Challengers Bengaluru, Result: runs by 60 runs/wickets, Super Over: N, Umpires: Nitin Menon and HAS Khalid."
1426297,2024,Ahmedabad,10/05/2024,League,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings,Chennai Super Kings,field,Gujarat Titans,runs,35,232,20,N,,KN Ananthapadmanabhan,NA Patwardhan,"Season: 2024, City: Ahmedabad, Date: 10/05/2024, Match Type: League, Player of the Match: Shubman Gill, Venue: Narendra Modi Stadium, Ahmedabad, Team1: Gujarat Titans, Team2: Chennai Super Kings, Toss Winner: Chennai Super Kings, Toss Decision: field, Winner: Gujarat Titans, Result: runs by 35 runs/wickets, Super Over: N, Umpires: KN Ananthapadmanabhan and NA Patwardhan."
1426298,2024,Kolkata,11/05/2024,League,CV Varun,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,runs,18,158,16,N,,UV Gandhe,Vinod Seshan,"Season: 2024, City: Kolkata, Date: 11/05/2024, Match Type: League, Player of the Match: CV Varun, Venue: Eden Gardens, Kolkata, Team1: Kolkata Knight Riders, Team2: Mumbai Indians, Toss Winner: Mumbai Indians, Toss Decision: field, Winner: Kolkata Knight Riders, Result: runs by 18 runs/wickets, Super Over: N, Umpires: UV Gandhe and Vinod Seshan."
1426299,2024,Chennai,12/05/2024,League,Simarjeet Singh,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Chennai Super Kings,wickets,5,142,20,N,,R Pandit,YC Barde,"Season: 2024, City: Chennai, Date: 12/05/2024, Match Type: League, Player of the Match: Simarjeet Singh, Venue: MA Chidambaram Stadium, Chepauk, Chennai, Team1: Rajasthan Royals, Team2: Chennai Super Kings, Toss Winner: Rajasthan Royals, Toss Decision: bat, Winner: Chennai Super Kings, Result: wickets by 5 runs/wickets, Super Over: N, Umpires: R Pandit and YC Barde."
1426300,2024,Bengaluru,12/05/2024,League,C Green,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bengaluru,runs,47,188,20,N,,A Nand Kishore,VA Kulkarni,"Season: 2024, City: Bengaluru, Date: 12/05/2024, Match Type: League, Player of the Match: C Green, Venue: M Chinnaswamy Stadium, Bengaluru, Team1: Royal Challengers Bengaluru, Team2: Delhi Capitals, Toss Winner: Delhi Capitals, Toss Decision: field, Winner: Royal Challengers Bengaluru, Result: runs by 47 runs/wickets, Super Over: N, Umpires: A Nand Kishore and VA Kulkarni."
1426302,2024,Delhi,14/05/2024,League,I Sharma,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,Delhi Capitals,runs,19,209,20,N,,A Totre,Vinod Seshan,"Season: 2024, City: Delhi, Date: 14/05/2024, Match Type: League, Player of the Match: I Sharma, Venue: Arun Jaitley Stadium, Delhi, Team1: Delhi Capitals, Team2: Lucknow Super Giants, Toss Winner: Lucknow Super Giants, Toss Decision: field, Winner: Delhi Capitals, Result: runs by 19 runs/wickets, Super Over: N, Umpires: A Totre and Vinod Seshan."
1426303,2024,Guwahati,15/05/2024,League,SM Curran,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,Punjab Kings,wickets,5,145,20,N,,R Pandit,MV Saidharshan Kumar,"Season: 2024, City: Guwahati, Date: 15/05/2024, Match Type: League, Player of the Match: SM Curran, Venue: Barsapara Cricket Stadium, Guwahati, Team1: Rajasthan Royals, Team2: Punjab Kings, Toss Winner: Rajasthan Royals, Toss Decision: bat, Winner: Punjab Kings, Result: wickets by 5 runs/wickets, Super Over: N, Umpires: R Pandit and MV Saidharshan Kumar."
1426305,2024,Mumbai,17/05/2024,League,N Pooran,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Lucknow Super Giants,runs,18,215,20,N,,Navdeep Singh,R Pandit,"Season: 2024, City: Mumbai, Date: 17/05/2024, Match Type: League, Player of the Match: N Pooran, Venue: Wankhede Stadium, Mumbai, Team1: Lucknow Super Giants, Team2: Mumbai Indians, Toss Winner: Mumbai Indians, Toss Decision: field, Winner: Lucknow Super Giants, Result: runs by 18 runs/wickets, Super Over: N, Umpires: Navdeep Singh and R Pandit."
1426306,2024,Bengaluru,18/05/2024,League,F du Plessis,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bengaluru,runs,27,219,20,N,,A Totre,KN Ananthapadmanabhan,"Season: 2024, City: Bengaluru, Date: 18/05/2024, Match Type: League, Player of the Match: F du Plessis, Venue: M Chinnaswamy Stadium, Bengaluru, Team1: Royal Challengers Bengaluru, Team2: Chennai Super Kings, Toss Winner: Chennai Super Kings, Toss Decision: field, Winner: Royal Challengers Bengaluru, Result: runs by 27 runs/wickets, Super Over: N, Umpires: A Totre and KN Ananthapadmanabhan."
1426307,2024,Hyderabad,19/05/2024,League,Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,Sunrisers Hyderabad,wickets,4,215,20,N,,Nitin Menon,VK Sharma,"Season: 2024, City: Hyderabad, Date: 19/05/2024, Match Type: League, Player of the Match: Abhishek Sharma, Venue: Rajiv Gandhi International Stadium, Uppal, Hyderabad, Team1: Punjab Kings, Team2: Sunrisers Hyderabad, Toss Winner: Punjab Kings, Toss Decision: bat, Winner: Sunrisers Hyderabad, Result: wickets by 4 runs/wickets, Super Over: N, Umpires: Nitin Menon and VK Sharma."
1426309,2024,Ahmedabad,21/05/2024,Qualifier 1,MA Starc,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,8,160,20,N,,AK Chaudhary,R Pandit,"Season: 2024, City: Ahmedabad, Date: 21/05/2024, Match Type: Qualifier 1, Player of the Match: MA Starc, Venue: Narendra Modi Stadium, Ahmedabad, Team1: Sunrisers Hyderabad, Team2: Kolkata Knight Riders, Toss Winner: Sunrisers Hyderabad, Toss Decision: bat, Winner: Kolkata Knight Riders, Result: wickets by 8 runs/wickets, Super Over: N, Umpires: AK Chaudhary and R Pandit."
1426310,2024,Ahmedabad,22/05/2024,Eliminator,R Ashwin,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,4,173,20,N,,KN Ananthapadmanabhan,MV Saidharshan Kumar,"Season: 2024, City: Ahmedabad, Date: 22/05/2024, Match Type: Eliminator, Player of the Match: R Ashwin, Venue: Narendra Modi Stadium, Ahmedabad, Team1: Royal Challengers Bengaluru, Team2: Rajasthan Royals, Toss Winner: Rajasthan Royals, Toss Decision: field, Winner: Rajasthan Royals, Result: wickets by 4 runs/wickets, Super Over: N, Umpires: KN Ananthapadmanabhan and MV Saidharshan Kumar."
1426311,2024,Chennai,24/05/2024,Qualifier 2,Shahbaz Ahmed,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Sunrisers Hyderabad,runs,36,176,20,N,,Nitin Menon,VK Sharma,"Season: 2024, City: Chennai, Date: 24/05/2024, Match Type: Qualifier 2, Player of the Match: Shahbaz Ahmed, Venue: MA Chidambaram Stadium, Chepauk, Chennai, Team1: Sunrisers Hyderabad, Team2: Rajasthan Royals, Toss Winner: Rajasthan Royals, Toss Decision: field, Winner: Sunrisers Hyderabad, Result: runs by 36 runs/wickets, Super Over: N, Umpires: Nitin Menon and VK Sharma."
1426312,2024,Chennai,26/05/2024,Final,MA Starc,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,8,114,20,N,,J Madanagopal,Nitin Menon,"Season: 2024, City: Chennai, Date: 26/05/2024, Match Type: Final, Player of the Match: MA Starc, Venue: MA Chidambaram Stadium, Chepauk, Chennai, Team1: Sunrisers Hyderabad, Team2: Kolkata Knight Riders, Toss Winner: Sunrisers Hyderabad, Toss Decision: bat, Winner: Kolkata Knight Riders, Result: wickets by 8 runs/wickets, Super Over: N, Umpires: J Madanagopal and Nitin Menon."
