id,season,city,date,match_type,player_of_match,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,target_runs,target_overs,super_over,method,umpire1,umpire2,summary
1422133,2024,Bengaluru,02/04/2024,League,MP Yadav,"M Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Lucknow Super Giants,runs,28,182,20,N,,J Madanagopal,NA Patwardhan,"Season: 2024, City: Bengaluru, Date: 02/04/2024, Match Type: League, Player of the Match: MP Yadav, Venue: M Chinnaswamy Stadium, Bengaluru, Team1: Lucknow Super Giants, Team2: Royal Challengers Bengaluru, Toss Winner: Royal Challengers Bengaluru, Toss Decision: field, Winner: Lucknow Super Giants, Result: runs by 28 runs/wickets, Super Over: N, Umpires: J Madanagopal and NA Patwardhan."
1422134,2024,Visakhapatnam,03/04/2024,League,SP Narine,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,106,273,20,N,,A Totre,UV Gandhe,"Season: 2024, City: Visakhapatnam, Date: 03/04/2024, Match Type: League, Player of the Match: SP Narine, Venue: Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam, Team1: Kolkata Knight Riders, Team2: Delhi Capitals, Toss Winner: Kolkata Knight Riders, Toss Decision: bat, Winner: Kolkata Knight Riders, Result: runs by 106 runs/wickets, Super Over: N, Umpires: A Totre and UV Gandhe."
1422135,2024,Ahmedabad,04/04/2024,League,Shashank Singh,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,3,200,20,N,,Nitin Menon,VA Kulkarni,"Season: 2024, City: Ahmedabad, Date: 04/04/2024, Match Type: League, Player of the Match: Shashank Singh, Venue: Narendra Modi Stadium, Ahmedabad, Team1: Gujarat Titans, Team2: Punjab Kings, Toss Winner: Punjab Kings, Toss Decision: field, Winner: Punjab Kings, Result: wickets by 3 runs/wickets, Super Over: N, Umpires: Nitin Menon and VA Kulkarni."
1422136,2024,Hyderabad,05/04/2024,League,Abhishek Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,6,166,20,N,,R Pandit,YC Barde,"Season: 2024, City: Hyderabad, Date: 05/04/2024, Match Type: League, Player of the Match: Abhishek Sharma, Venue: Rajiv Gandhi International Stadium, Uppal, Hyderabad, Team1: Chennai Super Kings, Team2: Sunrisers Hyderabad, Toss Winner: Sunrisers Hyderabad, Toss Decision: field, Winner: Sunrisers Hyderabad, Result: wickets by 6 runs/wickets, Super Over: N, Umpires: R Pandit and YC Barde."
1422137,2024,Jaipur,06/04/2024,League,JC Buttler,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,6,184,20,N,,AG Wharf,Tapan Sharma,"Season: 2024, City: Jaipur, Date: 06/04/2024, Match Type: League, Player of the Match: JC Buttler, Venue: Sawai Mansingh Stadium, Jaipur, Team1: Royal Challengers Bengaluru, Team2: Rajasthan Royals, Toss Winner: Rajasthan Royals, Toss Decision: field, Winner: Rajasthan Royals, Result: wickets by 6 runs/wickets, Super Over: N, Umpires: AG Wharf and Tapan Sharma."
1422138,2024,Mumbai,07/04/2024,League,R Shepherd,"Wankhede Stadium, Mumbai",Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,29,235,20,N,,HDPK Dharmasena,UV Gandhe,"Season: 2024, City: Mumbai, Date: 07/04/2024, Match Type: League, Player of the Match: R Shepherd, Venue: Wankhede Stadium, Mumbai, Team1: Mumbai Indians, Team2: Delhi Capitals, Toss Winner: Delhi Capitals, Toss Decision: field, Winner: Mumbai Indians, Result: runs by 29 runs/wickets, Super Over: N, Umpires: HDPK Dharmasena and UV Gandhe."
1422139,2024,Lucknow,07/04/2024,League,Yash Thakur,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,bat,Lucknow Super Giants,runs,33,164,20,N,,A Nand Kishore,VK Sharma,"Season: 2024, City: Lucknow, Date: 07/04/2024, Match Type: League, Player of the Match: Yash Thakur, Venue: Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow, Team1: Lucknow Super Giants, Team2: Gujarat Titans, Toss Winner: Lucknow Super Giants, Toss Decision: bat, Winner: Lucknow Super Giants, Result: runs by 33 runs/wickets, Super Over: N, Umpires: A Nand Kishore and VK Sharma."
1426260,2024,Chennai,08/04/2024,League,RA Jadeja,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,7,138,20,N,,AK Chaudhary,MV Saidharshan Kumar,"Season: 2024, City: Chennai, Date: 08/04/2024, Match Type: League, Player of the Match: RA Jadeja, Venue: MA Chidambaram Stadium, Chepauk, Chennai, Team1: Kolkata Knight Riders, Team2: Chennai Super Kings, Toss Winner: Chennai Super Kings, Toss Decision: field, Winner: Chennai Super Kings, Result: wickets by 7 runs/wickets, Super Over: N, Umpires: AK Chaudhary and MV Saidharshan Kumar."
1426261,2024,Mohali,09/04/2024,League,Nithish Kumar Reddy,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Sunrisers Hyderabad,runs,2,183,20,N,,Navdeep Singh,NA Patwardhan,"Season: 2024, City: Mohali, Date: 09/04/2024, Match Type: League, Player of the Match: Nithish Kumar Reddy, Venue: Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Team1: Sunrisers Hyderabad, Team2: Punjab Kings, Toss Winner: Punjab Kings, Toss Decision: field, Winner: Sunrisers Hyderabad, Result: runs by 2 runs/wickets, Super Over: N, Umpires: Navdeep Singh and NA Patwardhan."
1426262,2024,Jaipur,10/04/2024,League,Rashid Khan,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,3,197,20,N,,HDPK Dharmasena,Vinod Seshan,"Season: 2024, City: Jaipur, Date: 10/04/2024, Match Type: League, Player of the Match: Rashid Khan, Venue: Sawai Mansingh Stadium, Jaipur, Team1: Rajasthan Royals, Team2: Gujarat Titans, Toss Winner: Gujarat Titans, Toss Decision: field, Winner: Gujarat Titans, Result: wickets by 3 runs/wickets, Super Over: N, Umpires: HDPK Dharmasena and Vinod Seshan."
1426263,2024,Mumbai,11/04/2024,League,JJ Bumrah,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,7,197,20,N,,Nitin Menon,VA Kulkarni,"Season: 2024, City: Mumbai, Date: 11/04/2024, Match Type: League, Player of the Match: JJ Bumrah, Venue: Wankhede Stadium, Mumbai, Team1: Royal Challengers Bengaluru, Team2: Mumbai Indians, Toss Winner: Mumbai Indians, Toss Decision: field, Winner: Mumbai Indians, Result: wickets by 7 runs/wickets, Super Over: N, Umpires: Nitin Menon and VA Kulkarni."
1426264,2024,Lucknow,12/04/2024,League,Kuldeep Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,bat,Delhi Capitals,wickets,6,168,20,N,,R Pandit,YC Barde,"Season: 2024, City: Lucknow, Date: 12/04/2024, Match Type: League, Player of the Match: Kuldeep Yadav, Venue: Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow, Team1: Lucknow Super Giants, Team2: Delhi Capitals, Toss Winner: Lucknow Super Giants, Toss Decision: bat, Winner: Delhi Capitals, Result: wickets by 6 runs/wickets, Super Over: N, Umpires: R Pandit and YC Barde."
1426265,2024,Mohali,13/04/2024,League,SO Hetmyer,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3,148,20,N,,AK Chaudhary,Tapan Sharma,"Season: 2024, City: Mohali, Date: 13/04/2024, Match Type: League, Player of the Match: SO Hetmyer, Venue: Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Team1: Punjab Kings, Team2: Rajasthan Royals, Toss Winner: Rajasthan Royals, Toss Decision: field, Winner: Rajasthan Royals, Result: wickets by 3 runs/wickets, Super Over: N, Umpires: AK Chaudhary and Tapan Sharma."
1426266,2024,Kolkata,14/04/2024,League,PD Salt,"Eden Gardens, Kolkata",Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,8,162,20,N,,A Totre,Vinod Seshan,"Season: 2024, City: Kolkata, Date: 14/04/2024, Match Type: League, Player of the Match: PD Salt, Venue: Eden Gardens, Kolkata, Team1: Lucknow Super Giants, Team2: Kolkata Knight Riders, Toss Winner: Kolkata Knight Riders, Toss Decision: field, Winner: Kolkata Knight Riders, Result: wickets by 8 runs/wickets, Super Over: N, Umpires: A Totre and Vinod Seshan."
1426267,2024,Mumbai,14/04/2024,League,M Pathirana,"Wankhede Stadium, Mumbai",Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Chennai Super Kings,runs,20,207,20,N,,Nitin Menon,HAS Khalid,"Season: 2024, City: Mumbai, Date: 14/04/2024, Match Type: League, Player of the Match: M Pathirana, Venue: Wankhede Stadium, Mumbai, Team1: Chennai Super Kings, Team2: Mumbai Indians, Toss Winner: Mumbai Indians, Toss Decision: field, Winner: Chennai Super Kings, Result: runs by 20 runs/wickets, Super Over: N, Umpires: Nitin Menon and HAS Khalid."
1426268,2024,Bengaluru,15/04/2024,League,TM Head,"M Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Sunrisers Hyderabad,runs,25,288,20,N,,AK Chaudhary,R Pandit,"Season: 2024, City: Bengaluru, Date: 15/04/2024, Match Type: League, Player of the Match: TM Head, Venue: M Chinnaswamy Stadium, Bengaluru, Team1: Sunrisers Hyderabad, Team2: Royal Challengers Bengaluru, Toss Winner: Royal Challengers Bengaluru, Toss Decision: field, Winner: Sunrisers Hyderabad, Result: runs by 25 runs/wickets, Super Over: N, Umpires: AK Chaudhary and R Pandit."
1426269,2024,Kolkata,16/04/2024,League,JC Buttler,"Eden Gardens, Kolkata",Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,2,224,20,N,,MA Gough,UV Gandhe,"Season: 2024, City: Kolkata, Date: 16/04/2024, Match Type: League, Player of the Match: JC Buttler, Venue: Eden Gardens, Kolkata, Team1: Kolkata Knight Riders, Team2: Rajasthan Royals, Toss Winner: Rajasthan Royals, Toss Decision: field, Winner: Rajasthan Royals, Result: wickets by 2 runs/wickets, Super Over: N, Umpires: MA Gough and UV Gandhe."
1426270,2024,Ahmedabad,17/04/2024,League,RR Pant,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6,90,20,N,,NA Patwardhan,VK Sharma,"Season: 2024, City: Ahmedabad, Date: 17/04/2024, Match Type: League, Player of the Match: RR Pant, Venue: Narendra Modi Stadium, Ahmedabad, Team1: Gujarat Titans, Team2: Delhi Capitals, Toss Winner: Delhi Capitals, Toss Decision: field, Winner: Delhi Capitals, Result: wickets by 6 runs/wickets, Super Over: N, Umpires: NA Patwardhan and VK Sharma."
1426271,2024,Mohali,18/04/2024,League,JJ Bumrah,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mumbai Indians,Punjab Kings,Punjab Kings,field,Mumbai Indians,runs,9,193,20,N,,A Nand Kishore,VA Kulkarni,"Season: 2024, City: Mohali, Date: 18/04/2024, Match Type: League, Player of the Match: JJ Bumrah, Venue: Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Team1: Mumbai Indians, Team2: Punjab Kings, Toss Winner: Punjab Kings, Toss Decision: field, Winner: Mumbai Indians, Result: runs by 9 runs/wickets, Super Over: N, Umpires: A Nand Kishore and VA Kulkarni."
1426272,2024,Lucknow,19/04/2024,League,KL Rahul,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,8,177,20,N,,AK Chaudhary,R Pandit,"Season: 2024, City: Lucknow, Date: 19/04/2024, Match Type: League, Player of the Match: KL Rahul, Venue: Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow, Team1: Chennai Super Kings, Team2: Lucknow Super Giants, Toss Winner: Lucknow Super Giants, Toss Decision: field, Winner: Lucknow Super Giants, Result: wickets by 8 runs/wickets, Super Over: N, Umpires: AK Chaudhary and R Pandit."
1426273,2024,Delhi,20/04/2024,League,TM Head,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Sunrisers Hyderabad,runs,67,267,20,N,,J Madanagopal,Navdeep Singh,"Season: 2024, City: Delhi, Date: 20/04/2024, Match Type: League, Player of the Match: TM Head, Venue: Arun Jaitley Stadium, Delhi, Team1: Sunrisers Hyderabad, Team2: Delhi Capitals, Toss Winner: Delhi Capitals, Toss Decision: field, Winner: Sunrisers Hyderabad, Result: runs by 67 runs/wickets, Super Over: N, Umpires: J Madanagopal and Navdeep Singh."
1426274,2024,Kolkata,21/04/2024,League,AD Russell,"Eden Gardens, Kolkata",Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Kolkata Knight Riders,runs,1,223,20,N,,A Totre,Vinod Seshan,"Season: 2024, City: Kolkata, Date: 21/04/2024, Match Type: League, Player of the Match: AD Russell, Venue: Eden Gardens, Kolkata, Team1: Kolkata Knight Riders, Team2: Royal Challengers Bengaluru, Toss Winner: Royal Challengers Bengaluru, Toss Decision: field, Winner: Kolkata Knight Riders, Result: runs by 1 runs/wickets, Super Over: N, Umpires: A Totre and Vinod Seshan."
1426275,2024,Mohali,21/04/2024,League,R Sai Kishore,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,Gujarat Titans,Punjab Kings,bat,Gujarat Titans,wickets,3,143,20,N,,A Nand Kishore,VA Kulkarni,"Season: 2024, City: Mohali, Date: 21/04/2024, Match Type: League, Player of the Match: R Sai Kishore, Venue: Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, Team1: Punjab Kings, Team2: Gujarat Titans, Toss Winner: Punjab Kings, Toss Decision: bat, Winner: Gujarat Titans, Result: wickets by 3 runs/wickets, Super Over: N, Umpires: A Nand Kishore and VA Kulkarni."
1426276,2024,Jaipur,22/04/2024,League,Sandeep Sharma,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals,wickets,9,180,20,N,,AK Chaudhary,MV Saidharshan Kumar,"Season: 2024, City: Jaipur, Date: 22/04/2024, Match Type: League, Player of the Match: Sandeep Sharma, Venue: Sawai Mansingh Stadium, Jaipur, Team1: Mumbai Indians, Team2: Rajasthan Royals, Toss Winner: Mumbai Indians, Toss Decision: bat, Winner: Rajasthan Royals, Result: wickets by 9 runs/wickets, Super Over: N, Umpires: AK Chaudhary and MV Saidharshan Kumar."
1426277,2024,Chennai,23/04/2024,League,MP Stoinis,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,6,211,20,N,,NA Patwardhan,Tapan Sharma,"Season: 2024, City: Chennai, Date: 23/04/2024, Match Type: League, Player of the Match: MP Stoinis, Venue: MA Chidambaram Stadium, Chepauk, Chennai, Team1: Chennai Super Kings, Team2: Lucknow Super Giants, Toss Winner: Lucknow Super Giants, Toss Decision: field, Winner: Lucknow Super Giants, Result: wickets by 6 runs/wickets, Super Over: N, Umpires: NA Patwardhan and Tapan Sharma."
1426278,2024,Delhi,24/04/2024,League,RR Pant,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Gujarat Titans,Gujarat Titans,field,Delhi Capitals,runs,4,225,20,N,,KN Ananthapadmanabhan,UV Gandhe,"Season: 2024, City: Delhi, Date: 24/04/2024, Match Type: League, Player of the Match: RR Pant, Venue: Arun Jaitley Stadium, Delhi, Team1: Delhi Capitals, Team2: Gujarat Titans, Toss Winner: Gujarat Titans, Toss Decision: field, Winner: Delhi Capitals, Result: runs by 4 runs/wickets, Super Over: N, Umpires: KN Ananthapadmanabhan and UV Gandhe."
1426279,2024,Hyderabad,25/04/2024,League,RM Patidar,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,35,207,20,N,,Nitin Menon,HAS Khalid,"Season: 2024, City: Hyderabad, Date: 25/04/2024, Match Type: League, Player of the Match: RM Patidar, Venue: Rajiv Gandhi International Stadium, Uppal, Hyderabad, Team1: Royal Challengers Bengaluru, Team2: Sunrisers Hyderabad, Toss Winner: Royal Challengers Bengaluru, Toss Decision: bat, Winner: Royal Challengers Bengaluru, Result: runs by 35 runs/wickets, Super Over: N, Umpires: Nitin Menon and HAS Khalid."
1426280,2024,Kolkata,26/04/2024,League,JM Bairstow,"Eden Gardens, Kolkata",Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,8,262,20,N,,AK Chaudhary,YC Barde,"Season: 2024, City: Kolkata, Date: 26/04/2024, Match Type: League, Player of the Match: JM Bairstow, Venue: Eden Gardens, Kolkata, Team1: Kolkata Knight Riders, Team2: Punjab Kings, Toss Winner: Punjab Kings, Toss Decision: field, Winner: Punjab Kings, Result: wickets by 8 runs/wickets, Super Over: N, Umpires: AK Chaudhary and YC Barde."
